City,Venue,Venue Category
Antalya,Cihangir Kahvecisi,Coffee Shop
Antalya,Octopus Book & Cafe,Bookstore
Antalya,Justacandy Sweet Factory,Candy Store
Antalya,Beerzone,Bar
Antalya,Varyant Seyir Alanı,Scenic Lookout
Antalya,Club Arma Restaurant,Seafood Restaurant
Antalya,Pizza Argentina,Pizza Place
Antalya,Il Vicino Pizzeria,Italian Restaurant
Antalya,33'Lük Plak Cafe & Bar,Bar
Antalya,Atatürk Kültür Parkı Yürüyüş Parkuru,Trail
Antalya,Dikkat-Et,Steakhouse
Antalya,Atatürk Evi ve Müzesi,Museum
Antalya,Çöplük,Bar
Antalya,Antalya Tenis İhtisas ve Spor Kulübü (ATİK),Tennis Court
Antalya,Role Street,Hostel
Antalya,Şehr-i Künefe,Dessert Shop
Antalya,Castle Cafe & Bistro,Mediterranean Restaurant
Antalya,Kalamar Balıkevi,Seafood Restaurant
Antalya,Bella Gelateria,Ice Cream Shop
Antalya,Lazer Pansiyon & Cafe,Hotel
Antalya,ÖZBEK SPOR&FİTNESS&ANİMATİON,Hobby Shop
Antalya,Rokka,Pizza Place
Antalya,Karaoğlan Parkı,Garden
Antalya,Köyüm Nargile Cafe,Hookah Bar
Antalya,Karaalioğlu Parkı,Park
Antalya,Ayar Meyhanesi,Meyhane
Antalya,Stad Antalya Mmm Migros,Grocery Store
Antalya,Antalya Stadyumu,Soccer Stadium
Antalya,Mazıdağı Seyir Terası,Scenic Lookout
Antalya,Yalın Sanat (Sanat Atölyesi),Art Gallery
Antalya,Taç Oil Petrol Ofisi,Gas Station
Antalya,X Pub&Bistro,Pub
Antalya,Atatürk Kültür Parkı,Park
Antalya,Decathlon Erasta Mağazası,Sporting Goods Shop
Antalya,Caffe Meet Kepez Sb,Restaurant
Antalya,Talya Manzara,Scenic Lookout
Antalya,By Marrakech Cafe,Café
Antalya,Locca Co.,Café
Antalya,Lara Balık Evi,Seafood Restaurant
Antalya,Atlas Fit Club•,Gym / Fitness Center
Antalya,Mama Maria's 🍕,Pizza Place
Antalya,Köyüm Kültür,Hookah Bar
Antalya,Prime Hotel,Hotel
Antalya,The Beaver Coffee Shop,Coffee Shop
Antalya,7 Mehmet,Turkish Restaurant
Antalya,The Garage Concept,Café
Antalya,Falez Parkı,Park
Antalya,Yalım Yürüyüş Yolu,Trail
Antalya,D&R,Bookstore
Antalya,By Halilbaban Tattoo Desıgn,Tattoo Parlor
Antalya,Starbucks,Coffee Shop
Antalya,Yalım Park,Park
Antalya,Konak Dondurma,Ice Cream Shop
Antalya,Percha Butik,Boutique
Antalya,Ba'BALIK Salaş,Seafood Restaurant
Antalya,Tostcu Arif Usta,Snack Place
Antalya,Cozy Coffee Art House,Coffee Shop
Antalya,Kahve Yöresi,Coffee Shop
Antalya,Çağlarsoy Market Yeşilbahçe,Convenience Store
Antalya,Akra Barut,Hotel
Antalya,Akra Barut Fitness Center,Gym / Fitness Center
Antalya,Akra Barut Lobby Lounge,Lounge
Antalya,Asmani Restaurant,Italian Restaurant
Antalya,MC SPORTS STUDIO,Gym
Antalya,Ekincioğlu Restorant,Restaurant
Antalya,Şişçi İbo,Steakhouse
Antalya,Zeynep Pilates Studio,Gymnastics Gym
Antalya,Akra Barut Otel Tenis Kortları,Tennis Court
Antalya,Konyaaltı Balıkçısı,Seafood Restaurant
Antalya,Panora Restaurant,Restaurant
Artvin,Villa Da Apart Butik Otel,Inn
Artvin,2.Cadde Cafe & Bar,Bar
Artvin,Lion,Bar
Artvin,Deriner Barajı,Water Park
Artvin,Kafkasör Yaylası,Other Great Outdoors
Artvin,Çoruh Park,Park
Artvin,Bayramefendi Osmanlı Kahvecisi,Coffee Shop
Artvin,Efor Spor Center,Gym
Artvin,Mars Otel,Hotel
Artvin,Cafee Time,Café
Artvin,Brother's Milkbar,Café
Artvin,Limit Pub,Pub
Artvin,Bombacı Burhan,Fast Food Restaurant
Artvin,Dergiz Tatil Köyü,Restaurant
Artvin,360 Cafe & Bar,Bar
Artvin,Çay Mahal,Café
Artvin,Meşhur Adıyaman Çiğ Köftecisi,Cigkofte Place
Artvin,No1 Coffee Home,Café
Artvin,Dereboyu Alabalık Restaurant,Restaurant
Artvin,İxir Spor Center,Gym
Artvin,İskebe Yürüyüş Yolu,Trail
Artvin,Atabarı Kayak Merkezi,Ski Area
Artvin,Cafe Baron,Bar
Artvin,Kuzu Döner Salonu,Steakhouse
Artvin,Kent Park Cafe & Restaurant,Café
Artvin,Artvin Seyirtepe,Scenic Lookout
Artvin,Cerattepe Gözetleme Noktası,Campground
Artvin,Çardak Restaurant,Turkish Restaurant
Artvin,Gündoğdu Optik,Optical Shop
Artvin,Kuşcu,Lounge
Artvin,Etik Et & Mangal,Restaurant
Artvin,Foresta Cafe & Bistro,Coffee Shop
Artvin,Emin Usta Lezzet Döner,Doner Restaurant
Artvin,Dinlengah Cafe & Bar,Café
Artvin,Kuşçu'nun Yeri Katrevan,Steakhouse
Artvin,Gülistan Simit Sarayı,Bagel Shop
Artvin,Komagene,Cigkofte Place
Artvin,Artvin Kapalı Olimpik Yüzme Havuzu,Pool
Artvin,Pandora,Snack Place
Artvin,Pukka Cafe Bistro,Bistro
Artvin,Matrak Burger,Burger Joint
Artvin,DSİ 26.Bölge Müdürlüğü Misafirhanesi,Recreation Center
Artvin,salkımlı seyir tepesi,BBQ Joint
Artvin,Mhm Cafe Lounce,Café
Artvin,Katrevan Tepe Restaurant,Restaurant
Artvin,Erkan Usta Et Mangal,Turkish Restaurant
Artvin,Saklı Bahçe,Tea Room
Artvin,Koliva Otel & Restaurant,Hotel
Artvin,Çoruh Üniversitesi Konukevi,Boarding House
Artvin,Artvin Belediyesi Kafkasor Tesisleri,Restaurant
Artvin,Marina Tatil Köyü,Recreation Center
Artvin,Dede Cağ Kebap,Kebab Restaurant
Artvin,Ormanli Koyu,Mountain
Artvin,Uğur Mumcu Parkı,Park
Artvin,Otel Gevhernik,Hotel
Artvin,Çoruh Marina Restaurant,Harbor / Marina
Artvin,Cehennem Deresi Kanyonu,Other Great Outdoors
Artvin,Fikri Demir Parkı,Park
Artvin,Yeni Rabat Pide Restaurant,Turkish Restaurant
Artvin,Turkpetrol,Rest Area
Artvin,Livaneli Cafe & Restaurant,Café
Artvin,Iskebe Koru Sırtı,National Park
Artvin,Yıldız Restaurant,Middle Eastern Restaurant
Artvin,Yankı Tepesi,Mountain
Artvin,Hopa,Border Crossing
Artvin,çoruh zipline,Cable Car
Artvin,livane taş fırın,Bakery
Artvin,Artvin Deriner Barajı,Lake
Artvin,Artvin sofrası,Afghan Restaurant
Artvin,yusufeli melo,Trail
Artvin,BEŞAĞIL KÖYÜ,Forest
Artvin,gölbaşı et balık restorant,Steakhouse
Artvin,Artvin Arhavi Yolu,Bus Station
Artvin,Sulolar Mahallesi,Forest
Artvin,Vasnigora,Mountain
Artvin,Hod kopri,Scenic Lookout
Artvin,Artvin Deriner Barajı,Waterfall
Artvin,Berta,Garden
Artvin,İrsa Yaylası,Mountain
Artvin,ortaköy,Tea Room
Artvin,Erenler Köyü Kuşluca Mahallesi (Ahaldaba),Farm
Artvin,BErta Cumhuriyeti,Rest Area
Artvin,Berta Kahvehanesi,Dive Bar
Artvin,Berta Cami Meydanı,Business Service
Artvin,Sakarya Köyü,Campground
Artvin,Oluklar Soğuk Su,Forest
Artvin,ortiz merkez,Campground
Artvin,Cilcim Zeytinlik,Mountain
Artvin,Demirciler Oto,Other Repair Shop
Artvin,Ohvat,Forest
Artvin,Ekomini,Grocery Store
Artvin,Şavşat Nehri,River
Artvin,Ersin Usta Kuzu Döner,Restaurant
Artvin,Şevket Öztürk Parkı,Park
Artvin,Birinci Kırtasiye,Bookstore
Artvin,Mavi Ay Restaurant,Restaurant
Artvin,Ardanuç Halk Pazarı,Market
Artvin,Meçegil Köyü,Forest
Aydın,Tostçu Erkan,Sandwich Place
Aydın,Yeni Menderes Pide,Turkish Restaurant
Aydın,Yamaha Utku,Motorcycle Shop
Aydın,Shamrock Inn,Bar
Aydın,Mandalin Cafe,Hookah Bar
Aydın,Master Gym,Gym
Aydın,Social Deer Coffee And More,Coffee Shop
Aydın,Üzüm Pasta Evi & Cafe,Café
Aydın,Sporto,Gym / Fitness Center
Aydın,Kuzgun Cafe Bar,Bar
Aydın,Yeni Eski Cafe & Bar,Bar
Aydın,ZİYAFET ÇİĞKÖFTE GARAJ CADDESİ ŞUBESİ,Cigkofte Place
Aydın,Muzip Cafe,Café
Aydın,Pia Cafe & Bar,Bar
Aydın,Ercan Usta'nın Yeri,Turkish Home Cooking Restaurant
Aydın,Latife Cafe,Café
Aydın,Voobee Coffee,Coffee Shop
Aydın,athletix sport club,Gym
Aydın,Alibey Gurme,Breakfast Spot
Aydın,Fabbrica,Italian Restaurant
Aydın,Gezer Sarrafiye,Jewelry Store
Aydın,Ege Waffle,Dessert Shop
Aydın,Reggae Bro's,Café
Aydın,sporİN Wellness Club,Gym
Aydın,Merdane Pastanesi,Bakery
Aydın,Gökhan Müzik,Music Venue
Aydın,Rosso,Gastropub
Aydın,Akbayoğlu Lokantası,Turkish Restaurant
Aydın,Tuğba Kuruyemiş,Kuruyemişçi
Aydın,Tuğba Kuruyemiş,Kuruyemişçi
Aydın,Biramofon Cafe & Bar,Bar
Aydın,Power Gym Spor Center,Gym / Fitness Center
Aydın,5arlo Bistro Cafe & Bar,Café
Aydın,Bolulu Hasan Usta,Dessert Shop
Aydın,Mackbear Coffee Co.,Coffee Shop
Aydın,Harrabe,Bar
Aydın,Fenerium,Sporting Goods Shop
Aydın,Saloon/ROSE,Health & Beauty Service
Aydın,Cazantik,Café
Aydın,Hayri Usta Lokantası,Turkish Home Cooking Restaurant
Aydın,Lahmacun Dünyası,Diner
Aydın,Burcu Fırın,Bakery
Aydın,Fabbrica,Italian Restaurant
Aydın,Yves Rocher,Cosmetics Shop
Aydın,Mor Salkım,Café
Aydın,Üstün Kasap,BBQ Joint
Aydın,Mef PlayStation,Gaming Cafe
Aydın,Form Kuaför&Güzellik Salonu,Spa
Aydın,Cem's Coffee & Tea House,Café
Aydın,Sporium Life,Gym
Aydın,Gençdağlar Peynir Pazarı,Cheese Shop
Aydın,Avlu  Cafe & Bistro,Café
Aydın,Free Fit Spor ve Sağlıklı Yaşam Merkezi,Gym / Fitness Center
Aydın,Fatih Mahallesi Kapalı Pazar Yeri,Farmers Market
Aydın,OPHELIA Coffee,Café
Aydın,Üç Gözler Seyir Tepesi,Mountain
Aydın,Form Fitness Center,Gym / Fitness Center
Aydın,Miss Erzurum Cağ Kebabı,Kebab Restaurant
Aydın,Yetiş Kıraathanesi,Turkish Coffeehouse
Aydın,Collective,Bar
Aydın,Bi Keyf-i Kahve,Café
Aydın,Vardar Pastanesi,Pastry Shop
Aydın,Print House Coffee,Coffee Shop
Aydın,BURCUFIRIN,Bakery
Aydın,Otto Künefe,Dessert Shop
Aydın,Pamuk Pide.,Restaurant
Aydın,Ankaralılar Ocakbaşı,Kebab Restaurant
Aydın,Köşem Lezzet Evi,Fast Food Restaurant
Aydın,Yeşilçam Cafe,Café
Aydın,Le Gramophone,Bar
Aydın,Efeler Hotel,Hotel
Aydın,Cumhuriyet Balık Av Malzemeleri,Hunting Supply
Aydın,Hummel Aydın,Clothing Store
Aydın,Cafe Natt,Café
Aydın,Kontrbus Coffee Express,Café
Aydın,Adem Dondurma & Pastane,Ice Cream Shop
Aydın,Nazar Unlu Mamüller,Bakery
Aydın,Hacı Şerif,Dessert Shop
Aydın,D&R,Bookstore
Aydın,Kalamar Hamsinoz,Seafood Restaurant
Aydın,Kumrucu İbo,Restaurant
Aydın,Çıtır Unlu Mamülleri,Breakfast Spot
Aydın,Atlas Dizayn,Department Store
Aydın,Yamanlar Gelinlik Magazasi,Bridal Shop
Aydın,Starbucks,Coffee Shop
Aydın,Serap Güzellik Salinu,Health & Beauty Service
Aydın,YAKIŞIR GİYİM,Men's Store
Aydın,Balıkçı Yusuf Usta,Seafood Restaurant
Aydın,Aydın Elit Pansiyon,Bed & Breakfast
Aydın,T-wis,Women's Store
Aydın,Reform Fit,Gym / Fitness Center
Aydın,Ege Fırın,Bakery
Aydın,CES Dans ve Spor Stüdyosu,Gym / Fitness Center
Aydın,Kolesterol Büfe,Kokoreç Restaurant
Aydın,soğukkuyu pastanesi,Ice Cream Shop
Aydın,Daniel’s Coffee,Coffee Shop
Aydın,Ömer'in Yeri,Turkish Restaurant
Aydın,Tostçu Tahir'in Yeri,Sandwich Place
Aydın,DeFacto,Clothing Store
Aydın,Sahara Pastanesi,Ice Cream Shop
Balıkesir,Btioyo kantin,College Cafeteria
Balıkesir,Simiteamiss,Café
Balıkesir,Köfteci Süleyman,Kofte Place
Balıkesir,Cezve'm Cafe,Café
Balıkesir,Cezveden Cafe & Restaurant,Café
Balıkesir,evim et balık lokantası,BBQ Joint
Balıkesir,Baro Lokali,Bar
Balıkesir,Altın Otel,Hotel
Balıkesir,Sırlı Kebap,Kebab Restaurant
Balıkesir,Cess Plus,Bistro
Balıkesir,Starbucks,Coffee Shop
Balıkesir,Hanzade Pastane & Cafe,Café
Balıkesir,Korner Halı Saha,Soccer Field
Balıkesir,4 As Market Plevne şubesi,Convenience Store
Balıkesir,Balıkçı Yusuf,Seafood Restaurant
Balıkesir,Bi Kumru Bahçelievler,Fast Food Restaurant
Balıkesir,Keyf Et Restaurant,Kebab Restaurant
Balıkesir,Acar Süt Ürünleri ve Şarküteri,Deli / Bodega
Balıkesir,Minty Lounge,Lounge
Balıkesir,Piatto,Ice Cream Shop
Balıkesir,Asuva Yürüyüş Parkuru,Trail
Balıkesir,KONYA LEZZET USTASI,Restaurant
Balıkesir,Frekans Cafe,Café
Balıkesir,Demlik,Café
Balıkesir,Kahve Deryası NEF,Café
Balıkesir,6 N Market Bahçelievler Şubesi,Convenience Store
Balıkesir,Serel Otel,Hotel
Balıkesir,Karesi Çiğköfte Hüseyin Usta,Snack Place
Balıkesir,Kahve Kulübü,Café
Balıkesir,Kuaför Ercan,Nail Salon
Balıkesir,CAFELLA COFFEE & CHOCOLATE,Café
Balıkesir,Cafe Mafe,Café
Balıkesir,Aksoy Kuruyemiş,Food & Drink Shop
Balıkesir,Dondurmacı Ünsal,Ice Cream Shop
Balıkesir,Zeyno Kokoreç ve Tostevi,Sandwich Place
Balıkesir,Cınaraltı Akbalık,Seafood Restaurant
Balıkesir,Clubber Fashion,Men's Store
Balıkesir,Manon Çikolata Atölyesi,Chocolate Shop
Balıkesir,Balıkesir Atatürk Stadyumu,Soccer Stadium
Balıkesir,1983 Beyoğlu Çikolata & Kahve,Café
Balıkesir,City Box Coffee&Bakery,Entertainment Service
Balıkesir,10 Burda,Shopping Mall
Balıkesir,Uzman Köfte ve Kokoreç,Kokoreç Restaurant
Balıkesir,Poseidon Cafe,Café
Balıkesir,Life10,Gym / Fitness Center
Balıkesir,Atelier Fiori52,Flower Shop
Balıkesir,Tivoli Kitabevi,Bookstore
Balıkesir,PT Studio 7,Gym / Fitness Center
Balıkesir,Alaçatı Muhallebicisi,Café
Balıkesir,Musicland,Music Store
Balıkesir,tunc ekmek ve unlu mamuller,Bakery
Balıkesir,Cafe Waffle Memet,Dessert Shop
Balıkesir,Hol Street Food,Burger Joint
Balıkesir,BALAT KAHVE EVİ,Coffee Shop
Balıkesir,Cafe Gool Bahçe,Café
Balıkesir,Zağnos Paşa Camii,Mosque
Balıkesir,Hisar Pastane & Cafe,Café
Balıkesir,Alparslan Türkeş Spor Kompleksi Fitness Salonu,Gym / Fitness Center
Balıkesir,Mavi Köşe Boutique Café,Café
Balıkesir,Kaşif Cafe,Café
Balıkesir,Dörtel Giyim,Clothing Store
Balıkesir,Kafe Baykuş,Café
Balıkesir,CinemaPink,Multiplex
Balıkesir,Alsancak Unlu Mamuller Balıkesir,Café
Balıkesir,Kurtdereli Mobilya Plaza,Furniture / Home Store
Balıkesir,6N  Market (Cengiz Topel Şb.),Convenience Store
Balıkesir,Efe Optik,Optical Shop
Balıkesir,Zağnos Paşa Ocakbaşı,Kebab Restaurant
Balıkesir,Yeşilçam Kahve Evi,Coffee Shop
Balıkesir,Mahal Balıkesir,Café
Balıkesir,Şehzadem Etli Ekmek Pide Salonı,Pide Place
Balıkesir,Kahve Ji,Café
Balıkesir,United Fitness Clubs,Gym
Balıkesir,GoReal Taste,Café
Balıkesir,Let’s Wake Up Take A Way Coffee,Café
Balıkesir,Tuğba Kuruyemiş,Kuruyemişçi
Balıkesir,kepsutlu kardeşler durak büfe,Buffet
Balıkesir,Atatürk Parkı,Park
Balıkesir,İbrahim Usta,Kebab Restaurant
Balıkesir,Park Cafe,Café
Balıkesir,Cafe Single,Café
Balıkesir,Yeşilçam Kahve Evi,Coffee Shop
Balıkesir,Nar-ı Döner,Doner Restaurant
Balıkesir,Movieland Cd&DvD,Video Store
Balıkesir,köfteci sadullah,Kofte Place
Balıkesir,Tavuk Dünyası,Fried Chicken Joint
Balıkesir,Aslanboğa Kokoreç,Kokoreç Restaurant
Balıkesir,Starbucks,Coffee Shop
Balıkesir,Assa Waffle,Dessert Shop
Balıkesir,Hakan Tekel Shop,Wine Shop
Balıkesir,İmren Lokantası,Restaurant
Balıkesir,Çorbacı Baba,Soup Place
Balıkesir,Zeppelin,Café
Balıkesir,Hacı İbrahim Usta,Dessert Shop
Balıkesir,İsmail Akçay Parkı,Park
Balıkesir,By Pasta,Pastry Shop
Balıkesir,6N MARKET Paşa Alanı Şb.,Convenience Store
Balıkesir,Mars Cafe Nargile,Café
Balıkesir,Cafe Bus Stop,Café
Balıkesir,Değirmen Boğazı,Nature Preserve
Bilecik,Hoşgör Balık Evi,Seafood Restaurant
Bilecik,Lider Playstation 3,Arcade
Bilecik,Dostlar Cağ Kebap,Middle Eastern Restaurant
Bilecik,Mr. Sweet,Café
Bilecik,Kahve Kasr-ı,Café
Bilecik,Kahve Durağı,Café
Bilecik,Coffee Break,Café
Bilecik,Cafe Leyla,Café
Bilecik,Cün Et,Steakhouse
Bilecik,Tarz-ı Hayal Cafe & Bistro,Café
Bilecik,Osmanlı Padişahları Tarih Şeridi,History Museum
Bilecik,Ottoman Culture,Comfort Food Restaurant
Bilecik,Açelya Lokantası,Turkish Restaurant
Bilecik,New Point Cafe & Bar,Bar
Bilecik,Eltaş  İmgetaş  Depo,Department Store
Bilecik,Şeyh Edebali Stadyumu,Soccer Stadium
Bilecik,Şubat Cafe,Café
Bilecik,Beyaz Fırın,Bakery
Bilecik,Pelitözü Gölpark,Park
Bilecik,228 Restaurant Çarşı,Restaurant
Bilecik,Boss Cafe & Bistro,Café
Bilecik,Technogate Bilişim,Electronics Store
Bilecik,Park Cafe & Bistro,Café
Bilecik,Yemen Kahvesi,Café
Bilecik,Levent Usta Adana Kebap,Turkish Restaurant
Bilecik,Huzur Tantuni,Tantuni Restaurant
Bilecik,Kayı Boyu Anıtı | IYI,Outdoor Sculpture
Bilecik,Cafe Nostaljik,Café
Bilecik,Bilecik Belediyesi Yaşayan Şehir Müzesi,History Museum
Bilecik,Mevlana Etli Ekmek,Turkish Restaurant
Bilecik,Ankara Lokantasi Since 1935,Restaurant
Bilecik,Limon Rest Cafe,Café
Bilecik,Royal Butik Patisserie,Pastry Shop
Bilecik,İzmir Sandviç Mersin Tantuni,Doner Restaurant
Bilecik,Serdivan Cafe Gölpark,Hookah Bar
Bilecik,Bilecik Polisevi,Boarding House
Bilecik,Muhsin Yazıcıoğlu Spor ve Yaşam Alanı,Athletics & Sports
Bilecik,Ataturk Spor Salonu,Gym / Fitness Center
Bilecik,Birtat Unlu Mamülleri,Cupcake Shop
Bilecik,Cumhuriyet Meydanı,Plaza
Bilecik,Kırklar Tepesi,Mountain
Bilecik,228 Restaurant,Turkish Home Cooking Restaurant
Bilecik,Konyalım Etli Ekmek,Turkish Restaurant
Bilecik,Cennet Vadisi,Turkish Restaurant
Bilecik,Ördekli Degirmenli Park,Water Park
Bilecik,Şeker Et Yolboyu,Steakhouse
Bilecik,Bilecik Müzesi,History Museum
Bilecik,Saray Restaurant,Restaurant
Bilecik,Acar Restaurant,Steakhouse
Bilecik,Ertuğrulgazi Tüneli,Tunnel
Bilecik,Trabzonlu Yüksel Ustanın Yeri,Turkish Home Cooking Restaurant
Bilecik,Şelale Restaurant,Steakhouse
Bilecik,Tünel Restaurant,Steakhouse
Bilecik,Cıngılli Restaurant,Restaurant
Bilecik,Soydan Boza,Dessert Shop
Bilecik,Taskopru Et Mangal,Food Court
Bilecik,Taş Bahçe,Restaurant
Bilecik,Nostalji Cafe,Café
Bilecik,Vezirhan Tesisleri,Rest Area
Bilecik,Ekoreç Çorba ve Izgara Salonu,Comfort Food Restaurant
Bilecik,Gülümbe Sergül Cafe,Breakfast Spot
Bilecik,Eskişehir Yolunda,Bay
Bilecik,Şehir Lokantası,Turkish Home Cooking Restaurant
Bilecik,Tarihi Pazarcık Hamamı,Bath House
Bilecik,Nur Et Çorba & Izgara,Restaurant
Bilecik,Bakraz Baraj Gölü,Reservoir
Bilecik,Dünya Köfte,Steakhouse
Bilecik,Nefset'in Yeri,Turkish Restaurant
Bilecik,tunatan Dinlenme Tesisleri,Restaurant
Bilecik,Beytepe Cafe,Café
Bilecik,Espark,Clothing Store
Bilecik,Pazaryeri Şehirler Arası Otobüs Terminali,Bus Station
Bilecik,İpragaz,Home Service
Bilecik,Gökhanın Kırhatanesi Eylence Merkezi,Nightclub
Bilecik,Sebser Seramik,Arts & Crafts Store
Bilecik,Balçıkhisar,Mountain
Bingöl,Soğuk Çeşme Kavurma,Steakhouse
Bingöl,tavacı osman usta,Steakhouse
Bingöl,ILICALAR,Hot Spring
Bingöl,elmalı selimin yeri-Sac Tava,Steakhouse
Bingöl,Ilıcalar Soğuk Çeşme Kavurma Ve Et Lokantası,Food Court
Bingöl,Binkap Termal Otel ve Rehabilitasyon Merkezi,Hotel
Bingöl,Or-Et Tava Ilıcalar,Steakhouse
Bingöl,Arçuk,Mountain
Bingöl,Göynük Vadisi,Nature Preserve
Bingöl,köprübaşı dinleme tesisleri nuri usta,Steakhouse
Bingöl,Şereffettin Dağı,Mountain
Bingöl,Bingöl ılıcalar,Austrian Restaurant
Bingöl,Bingöl Üniversitesi Uygulama Oteli ve Termal Tesisleri,Hot Spring
Bingöl,cevdet yılmaz parkı,Theme Park
Bingöl,Koç Soğukçeşme Ilıcalar Şubesi,Steakhouse
Bingöl,Bingöl Adaklı Doluçay Özel Tim Karakolu,Mountain
Bingöl,Kürük Şelalesi,River
Bitlis,Şato,Café
Bitlis,Adabağlı Sac Kavurma,Turkish Home Cooking Restaurant
Bitlis,Cafe Cadde,Café
Bitlis,YESIL IRMAK MERIT OTEL,Hotel
Bitlis,Sina  Cafe & Restaurant,Café
Bitlis,Bitlis Kent Ormanı,Forest
Bitlis,Palet Cafe,Café
Bitlis,Ciğerci Talat Usta,Turkish Restaurant
Bitlis,Coffeemania,Coffee Shop
Bitlis,Dinç Hotel,Motel
Bitlis,Levent Börek,Breakfast Spot
Bitlis,Çerez Şöleni,Chocolate Shop
Bitlis,Tempoo Fitness,Gym / Fitness Center
Bitlis,El-Aman Hanı,Historic Site
Bitlis,Sanayi Et Restaurant,Steakhouse
Bitlis,Cihangir Patiserrie & Cafe,Dessert Shop
Bitlis,The Crater Hotel,Hotel
Bitlis,Andalus Coffee & Roastery,Coffee Shop
Bitlis,Sütçü Kız Kahvaltı & Cafe,Breakfast Spot
Bitlis,Leon Cafe,Café
Bitlis,Yeşilçam Cafe,Café
Bitlis,Paşahan Cafe & Restaurant,Cafeteria
Bitlis,Kardelen Otel,Hotel
Bitlis,TAŞAR ROYAL HOTEL,Hotel
Bitlis,Kahve Diyarı,Coffee Shop
Bitlis,Gürcüoğulları Restaurant,Seafood Restaurant
Bitlis,Serdar İletişim,Mobile Phone Shop
Bitlis,Fidan Patisserie,Pastry Shop
Bitlis,Bitlis Öğretmenevi,Boarding House
Bitlis,Tatvan Orduevi,Boarding House
Bitlis,Orak Otantik Cafe,Café
Bitlis,Arslanlar Izgara Salonu,Turkish Restaurant
Bitlis,Sahra Otel,Hotel
Bitlis,Diyarbakır Aile Sofrası,Turkish Restaurant
Bitlis,Tatvan Sahili,Waterfront
Bitlis,Gurme Kervansaray,Restaurant
Bitlis,Fado Dondurmacısı,Ice Cream Shop
Bitlis,Liman Cafe,Café
Bitlis,Pasaport Pizza,Pizza Place
Bitlis,Adabağ,Department Store
Bitlis,Kumpir Box,Fast Food Restaurant
Bitlis,Gökteada Restaurant,Turkish Restaurant
Bitlis,Fasl-ı Muhabbet Cafe,Café
Bitlis,Kaşıbeyaz  Restaurant,Eastern European Restaurant
Bitlis,Kahve Deryası,Café
Bitlis,Çınar Kebap Salonu,Kebab Restaurant
Bitlis,Cafe Vitro Restaurant,Café
Bitlis,Grand Yüksel Otel,Hotel
Bitlis,Büryancı Azmi Usta'nın Yeri,Steakhouse
Bitlis,Taht-ı Van Restaurant,Kebab Restaurant
Bitlis,Mostar Hotel,Hotel
Bitlis,BeyRuT CaFe,Café
Bitlis,Nemrut Kayak Merkezi,Ski Trail
Bitlis,Bahçe Ocakbaşı Restaurant,Steakhouse
Bitlis,Tatvan,General Travel
Bitlis,Kurubulak,Plaza
Bitlis,Balıkçı Orhan,Seafood Restaurant
Bitlis,Şelale Restaurant,Middle Eastern Restaurant
Bitlis,Nemrut Dagi,Mountain
Bitlis,Cafe Bi Yer,Hookah Bar
Bitlis,Tahtıvan Kahve Evi,Coffee Shop
Bitlis,Mavi Beyaz Restaurant,Steakhouse
Bitlis,Bitlis Seyir Terası,Scenic Lookout
Bitlis,Balcı Süleyman Doğal Kahvaltı & Şarküteri,Breakfast Spot
Bitlis,Bitlis Kalesi,Castle
Bitlis,Tatvan Öğretmenevi,Boarding House
Bitlis,Adapark Maraşlıoğlu Restaurant,Restaurant
Bitlis,"Mostar Hotel, Tatvan",Hotel
Bitlis,Güroymak Çarşı,Plaza
Bitlis,Bitlis,Mountain
Bitlis,Otel Karaman,Hotel
Bitlis,Assorti Beach,Beach
Bitlis,Nemrut Kardelen Oteli ve Kayak Merkezi,Hotel
Bitlis,Şehzade Künefe Katmer (Tatvan Şubesi),Dessert Shop
Bitlis,Nemrut Gölü,Lake
Bitlis,nemrut,Mountain
Bitlis,Nemrut Hotel Kardelen,Hotel
Bitlis,Bitlis Tatvan Devlet Hastanesi,Health & Beauty Service
Bitlis,Mavi Jeans,Shopping Mall
Bitlis,Nemrut Krater Gölü,Lake
Bitlis,GÖLBAŞI,Forest
Bitlis,Bomber Nehri,Campground
Bitlis,güzelli köyü,Bay
Bitlis,Deliklitaş,Rock Climbing Spot
Bitlis,Tatvan Bingöl Yolu,Moving Target
Bolu,Gölcük Tabiat Parkı,National Park
Bolu,Bolu Aladağ Kamp Alanı,Mountain
Bolu,Mountrain outdoor Academy,Mountain
Bolu,Göksu Tabiat Parkı,National Park
Bolu,Gazelle Resort & Spa,Resort
Bolu,Gölcük Dag Evleri,Campground
Bolu,Lal Restaurant,Restaurant
Bolu,Gazella Resort,Hotel
Bolu,Silva Spa,Spa
Bolu,Narven Termal Kasaba,Resort
Bolu,Narven Termal Kasaba Toplantı Salonu,Business Service
Bolu,Narven Thermal & Spa & Wellness Center,Spa
Bolu,TİF - Tevfik R.Günday Kamp Eğitim Merkezi,Campground
Bolu,Pançeta,Steakhouse
Bolu,Soysal Spor Kompleksi,Soccer Field
Bolu,Gazelle Resort Fitness & Spa,Gym Pool
Bolu,Bolu Thermal Hotel,Hotel
Bolu,Hanzade Restaurant,Dessert Shop
Bolu,Aden Garden Lounge,Lounge
Bolu,Yörem Mantı,Middle Eastern Restaurant
Bolu,Nüfren 1962,Pizza Place
Bolu,Efsane Mantı,Turkish Restaurant
